,wine_id,seo-name,vintage_id,wine,winery,year,country,region,wine_style,wine_style_description,ratings_average,ratings_number,all_vintage_ratings_average,all_vintage_ratings_count,price,original_price,price_type,grapes,interesting_facts,body_rating,body_description,vivino_type_id,genre,bottle_type,acidity,sweetness,intensity,tannin,fizziness,suggested_food_pairining,flavor_words
1976,1189822,barros-porto-colheita-porto-1947,3492139,Barros Colheita Porto 1947,Barros,1947,Portugal,Porto,Colheita Port,,0.0,10,4.3,2826,490.0,,ppc,"Touriga Nacional, Touriga Franca, Tinta Roriz",,5.0,Very full-bodied,24.0,Colheita Port,Bottle (0.75l),3.0146053,4.5476694,4.5449266,,,"Sweet desserts, Mature and hard cheese, Blue cheese","non_oak, oak, dried_fruit, earth, microbio, spices, citrus_fruit, vegetal, black_fruit, red_fruit, tree_fruit, floral, tropical_fruit"
1977,1319279,vinhos-barbeito-frasqueira-boal-madeira-1978,1870692,Barbeito Frasqueira Boal Madeira 1978,Barbeito,1978,Portugal,Madeira,Portuguese Madeira,,0.0,2,4.5,124,279.95,,ppc,"Verdelho, Sercial, Malmsey, Boal Branco, Terrantez",,5.0,Very full-bodied,24.0,Madeira,Bottle (0.75l),3.9889565,4.65513,4.429739,,,"Sweet desserts, Appetizers and snacks","earth, non_oak, oak, dried_fruit, spices, tropical_fruit, citrus_fruit, microbio, floral"
1978,1577892,arca-nova-vinho-verde-rose-2022,174339156,Arca Nova Vinho Verde Rosé 2022,Arca Nova,2022,Portugal,Vinho Verde,Northern Portugal Rosé,,0.0,5,3.7,804,5.0,,ppc,,,3.0,Medium-bodied,4.0,Rosé,Bottle (0.75l),3.5383563,1.8538889,2.9588656,,,"Shellfish, Appetizers and snacks, Cured Meat","red_fruit, citrus_fruit, tree_fruit, oak, earth, spices, microbio, non_oak, black_fruit, floral, vegetal, tropical_fruit, dried_fruit"
1979,1143365,gomariz-grande-escolha-2020,167877030,Quinta de Gomariz Grande Escolha 2020,Quinta de Gomariz,2020,Portugal,Vinho Verde,Portuguese Vinho Verde White,"Vinho Verde is a widely consumed white wine from Northern Portugal. The wine tends to be made from local grapes such as Alvarinho (Albarino), Loureiro, Arinto, and Azal.

Vinho Verde is a light, refreshing wine with lots of floral and green fruit notes. The wine often has a slight carbonation to it, though not enough that it could be referred to as a sparkling wine.

A Vinho Verde region was established in 1908, though the area didn't receive its Denominação de Origem Controlada (DOC) until 1984. The wine is thought to have originated in the Minho province in the far north of Portugal.

The carbonation in the bottle occurs from a process called malolactic fermentation, and while this is typically considered to be a defect in the wine the Vinho Verde producers found that the consumers rather liked it.

Because of the wine's bracing acidity and oceanic minerality it should be considered to be the ultimate partner to raw shellfish.",0.0,9,3.8,449,6.82,,ppc,"Arinto de Bucelas, Loureiro, Alvarinho, Azal, Avesso, Batoca","['Growers quite often plant their vines of telephone poles of large walls in order to grow fruit and vegetables beneath the vines.', 'Vinho Verde is a wine intended to be consumed young.', ""15% of Portugal's natural viticultural area is dedicated to the production of Vinho Verde.""]",1.0,Very light-bodied,2.0,Vinho Verde White,Bottle (0.75l),4.256689,1.2806756,1.8808559,,,"Shellfish, Vegetarian, Appetizers and snacks","tree_fruit, citrus_fruit, microbio, earth, floral, tropical_fruit, vegetal, oak"
1980,1807625,d-oliveiras-fifteen-years-sweet-madeira-nv,2983654,D'Oliveiras 15 Years Sweet Madeira,D'Oliveiras,N.V.,Portugal,Madeira,Portuguese Madeira,,4.0,136,4.0,136,22.0,,ppc,"Verdelho, Sercial, Malmsey, Boal Branco, Terrantez",,5.0,Very full-bodied,24.0,Madeira,Bottle (0.75l),3.887687,4.6717005,4.6717005,,,"Sweet desserts, Appetizers and snacks","earth, oak, dried_fruit, non_oak, microbio, black_fruit, citrus_fruit, spices, vegetal, red_fruit, tropical_fruit, tree_fruit"
1981,7101275,quinta-do-noval-syrah-2017,160742506,Quinta do Noval Syrah 2017,Quinta do Noval,2017,Portugal,Duriense,Northern Portugal Red,"While Port may still be king, Northern Portugal has started making world-class red wines in the regions of Douro, Dao and Bairrada.

Some of the wines are light and elegant like Burgundy's Pinot Noir. On the other hand, there are also some bold, powerful wines similar to the muscular Barolos or Bordeauxs.

Northern Portugal consists of 3 main wine regions: Douro, Dao and Bairrada. While they had underperformed for decades, they are now producing some of the most exciting wines in the world.

The Douro is definitely the highlight of Northern Portugal. This area with its steeply terraced vineyards is perfect for making quality wines. Here is where you'll find the complex cult wines that are making the region famous.

Dao is known for making fruit-filled elegant wines more similar to France's Burgundy. The cold winters and mild summers make this the perfect spot for making delicate, lovely wine.

The wines of Bairrada are almost exclusively made from the Baga grape, which is normally harsh and tough.",4.1,257,4.2,800,29.95,,ppc,"Touriga Nacional, Touriga Francesa","['In Portugal, a grape variety is called a “casta.”', 'The Douro is named after the Douro River that runs through the region.', 'The Douro region was officially outlined in 1756 which makes it one of the oldest official winegrowing regions in the world.', 'There are over 100 different grape varieties used to make Douro wines.', 'Almost all of the wine in Bairrada is made in one of six cooperatives where most growers send their fruit to be processed.']",4.0,Full-bodied,1.0,Red,Bottle (0.75l),3.0594363,1.8240442,4.450515,3.5878186,,"Beef, Lamb, Game (deer, venison), Poultry","black_fruit, oak, red_fruit, spices, non_oak, floral, earth, citrus_fruit, dried_fruit, vegetal, microbio"
1982,1686831,azamor-single-estate-red-2019,171374781,Azamor Single Estate Red 2019,Azamor,2019,Portugal,Alentejo,Portuguese Alentejo Red,"The Alentejo region covers approximately a third of Portugal, producing red wines that are easy-drinking and fruit-forward.

Aragonez is the most widely-planted red grape in the region, which produces full-bodied, budget friendly red wines. Castelao, Trincadeira are also widely planted. Frequently, wines from this region are blends of several grapes.

Although traditional Portuguese grape varieties dominate the region, many red wines from Alentejo also incorporate international grape varieties such as Syrah and Cabernet Sauvignon.

The region produces ripe, full bodied and fruit forward wines that are a product of the hot, inland region. The wines are often described as “New World” in style.

Due to the reliable climate, wines from Alentejo combine quality with affordability, offering great bang for the buck. It offers some of the best value and quality for the money of any European wine region.

Wine from this region pairs excellently with hearty, full-bodied dishes.",0.0,17,3.8,1124,10.27,,ppc,"Aragonez, Castelao, Trincadeira","['Aragonez, the most widely planted grape in Alentejo region, is also known as Tempranillo.', 'Vineyard land in Alentejo is among the most expensive in all of Portugal.', 'The region of Alentejo is noted for its extensive cork production.']",4.0,Full-bodied,1.0,Alentejo Red,Bottle (0.75l),2.945761,1.695953,4.261229,2.8500874,,"Beef, Lamb, Veal, Poultry","oak, black_fruit, red_fruit, non_oak, earth, spices, microbio, dried_fruit, floral, vegetal"
1983,5955312,sao-joao-frei-joao-classico-bairrada-white-wine-v-2015,155610329,São João Frei João Classico 2015,São João,2015,Portugal,Bairrada,Central Portugal White,,0.0,20,4.0,81,33.0,,ppc,,,3.0,Medium-bodied,2.0,White,Bottle (0.75l),3.8604696,1.5688264,3.3130987,,,"Rich fish (salmon, tuna etc), Shellfish, Appetizers and snacks, Lean fish","citrus_fruit, tropical_fruit, earth"
1984,7102277,quinta-do-noval-reserva-2015,160934459,Quinta do Noval Reserva 2015,Quinta do Noval,2015,Portugal,Douro,Portuguese Douro Red,"Douro Red wines range in style from light and fruity to lush and smooth to dark and dense with flavors of mature dark fruit, with herbal and schist.

The wines are often and inky purple due to the thickening of the skins from the intense summer heat of the region.

Most of the best made reds from the region come from the larger port houses where the skill of the winemakers go back for generations. The wines tend to be an incredible value for the time being but costs are slowly increasing due to the amazing blends coming from the area.

The first time one sees the Douro region they will always ask themselves, how can wine be made in such rugged terrain. It is also an amazingly beautiful area, with hillsides covered in terraced vineyards. Most larger winemakers have also started converting their areas into tourist destinations and wine hotels.

Grapes include the Touriga Francesa, Tinta Roriz, Touriga Nacional and Tinta Barroca. Older vineyards still contain many less used vine varieties which makes their annual efforts less predictable, but allowing for unexpected surprises yielding unique, complex wines.",0.0,2,4.3,421,72.02,,ppc,"Touriga Nacional, Tinta Roriz, Touriga Francesa","['The Douro Valley is the home of Port wine.', 'There is evidence as early as the 3rd century AD of winegrowing in the region.', 'Temperatures in the Douro Valley often reach above 100 degrees F in the summer months. This lends to the inky color of the red wines, whose skin is thicker than cool climate grapes.']",5.0,Very full-bodied,1.0,Douro Red,Bottle (0.75l),3.0528932,1.9468877,4.2299213,3.456783,,"Beef, Pasta, Lamb, Game (deer, venison)","oak, black_fruit, earth, spices, non_oak, red_fruit, floral, vegetal, citrus_fruit, dried_fruit"
1985,1751269,quinta-do-crasto-touriga-nacional-2015,19036900,Quinta do Crasto Touriga Nacional 2015,Quinta do Crasto,2015,Portugal,Douro,Portuguese Douro Red,"Douro Red wines range in style from light and fruity to lush and smooth to dark and dense with flavors of mature dark fruit, with herbal and schist.

The wines are often and inky purple due to the thickening of the skins from the intense summer heat of the region.

Most of the best made reds from the region come from the larger port houses where the skill of the winemakers go back for generations. The wines tend to be an incredible value for the time being but costs are slowly increasing due to the amazing blends coming from the area.

The first time one sees the Douro region they will always ask themselves, how can wine be made in such rugged terrain. It is also an amazingly beautiful area, with hillsides covered in terraced vineyards. Most larger winemakers have also started converting their areas into tourist destinations and wine hotels.

Grapes include the Touriga Francesa, Tinta Roriz, Touriga Nacional and Tinta Barroca. Older vineyards still contain many less used vine varieties which makes their annual efforts less predictable, but allowing for unexpected surprises yielding unique, complex wines.",4.5,337,4.4,3422,55.0,,ppc,"Touriga Nacional, Tinta Roriz, Touriga Francesa","['The Douro Valley is the home of Port wine.', 'There is evidence as early as the 3rd century AD of winegrowing in the region.', 'Temperatures in the Douro Valley often reach above 100 degrees F in the summer months. This lends to the inky color of the red wines, whose skin is thicker than cool climate grapes.']",5.0,Very full-bodied,1.0,Douro Red,Bottle (0.75l),3.0422108,2.0779011,4.5946784,3.5854023,,"Beef, Pasta, Lamb, Game (deer, venison)","oak, black_fruit, non_oak, spices, earth, red_fruit, microbio, floral, dried_fruit, citrus_fruit, tropical_fruit, vegetal"
1986,5937723,quinta-da-biaia-reserva-tinto-2017,155519248,Quinta da Biaia Reserva Tinto 2017,Quinta da Biaia,2017,Portugal,Beira Interior,Central Portugal Red,,3.8,68,3.9,124,21.96,,ppc,,,3.0,Medium-bodied,1.0,Red,Bottle (0.75l),3.2094498,2.226555,3.5049524,3.3973687,,"Beef, Lamb, Game (deer, venison)","spices, black_fruit, red_fruit, oak, dried_fruit, earth, non_oak"
1987,1765890,bacalhoa-vinhos-de-portugal-moscatel-de-setubal-peninsula-of-setubal-2015,21322959,Bacalhôa Moscatel de Setúbal 2015,Bacalhôa,2015,Portugal,Setúbal,Portuguese Moscatel,,3.8,1050,3.8,8352,13.99,,ppc,Moscatel de Alejandría,,5.0,Very full-bodied,24.0,Moscatel,Bottle (0.75l),3.0140195,3.5080235,3.3868594,,,"Sweet desserts, Blue cheese","citrus_fruit, oak, dried_fruit, non_oak, earth, tree_fruit, microbio, spices, vegetal, floral, black_fruit, tropical_fruit, red_fruit"
1988,7102277,quinta-do-noval-reserva-2014,160267211,Quinta do Noval Reserva 2014,Quinta do Noval,2014,Portugal,Douro,Portuguese Douro Red,"Douro Red wines range in style from light and fruity to lush and smooth to dark and dense with flavors of mature dark fruit, with herbal and schist.

The wines are often and inky purple due to the thickening of the skins from the intense summer heat of the region.

Most of the best made reds from the region come from the larger port houses where the skill of the winemakers go back for generations. The wines tend to be an incredible value for the time being but costs are slowly increasing due to the amazing blends coming from the area.

The first time one sees the Douro region they will always ask themselves, how can wine be made in such rugged terrain. It is also an amazingly beautiful area, with hillsides covered in terraced vineyards. Most larger winemakers have also started converting their areas into tourist destinations and wine hotels.

Grapes include the Touriga Francesa, Tinta Roriz, Touriga Nacional and Tinta Barroca. Older vineyards still contain many less used vine varieties which makes their annual efforts less predictable, but allowing for unexpected surprises yielding unique, complex wines.",0.0,3,4.3,421,67.02,,ppc,"Touriga Nacional, Tinta Roriz, Touriga Francesa","['The Douro Valley is the home of Port wine.', 'There is evidence as early as the 3rd century AD of winegrowing in the region.', 'Temperatures in the Douro Valley often reach above 100 degrees F in the summer months. This lends to the inky color of the red wines, whose skin is thicker than cool climate grapes.']",5.0,Very full-bodied,1.0,Douro Red,Bottle (0.75l),3.0528932,1.9468877,4.2299213,3.456783,,"Beef, Pasta, Lamb, Game (deer, venison)","oak, black_fruit, earth, spices, non_oak, red_fruit, floral, vegetal, citrus_fruit, dried_fruit"
1989,1360413,rui-roboredo-madeira-atalaya-2019,162062368,Rui Roboredo Madeira Atalaya 2019,Rui Roboredo Madeira,2019,Portugal,Beira Interior,Central Portugal Red,,3.6,559,3.7,1109,4.89,6.99,ppc,,,3.0,Medium-bodied,1.0,Red,Bottle (0.75l),2.9936023,1.767454,3.5425496,2.987512,,"Beef, Lamb, Game (deer, venison)","black_fruit, oak, spices, earth, non_oak, red_fruit, microbio"
1990,1209885,azinhaga-de-ouro-azinhaga-de-ouro-douro-reserva-2020,163165722,Azinhaga de Ouro Reserva Tinto 2020,Azinhaga de Ouro,2020,Portugal,Douro,Portuguese Douro Red,"Douro Red wines range in style from light and fruity to lush and smooth to dark and dense with flavors of mature dark fruit, with herbal and schist.

The wines are often and inky purple due to the thickening of the skins from the intense summer heat of the region.

Most of the best made reds from the region come from the larger port houses where the skill of the winemakers go back for generations. The wines tend to be an incredible value for the time being but costs are slowly increasing due to the amazing blends coming from the area.

The first time one sees the Douro region they will always ask themselves, how can wine be made in such rugged terrain. It is also an amazingly beautiful area, with hillsides covered in terraced vineyards. Most larger winemakers have also started converting their areas into tourist destinations and wine hotels.

Grapes include the Touriga Francesa, Tinta Roriz, Touriga Nacional and Tinta Barroca. Older vineyards still contain many less used vine varieties which makes their annual efforts less predictable, but allowing for unexpected surprises yielding unique, complex wines.",3.6,297,3.5,5918,6.99,,ppc,"Touriga Nacional, Tinta Roriz, Touriga Francesa","['The Douro Valley is the home of Port wine.', 'There is evidence as early as the 3rd century AD of winegrowing in the region.', 'Temperatures in the Douro Valley often reach above 100 degrees F in the summer months. This lends to the inky color of the red wines, whose skin is thicker than cool climate grapes.']",5.0,Very full-bodied,1.0,Douro Red,Bottle (0.75l),3.0190825,1.6352832,4.5455613,3.551775,,"Beef, Pasta, Lamb, Game (deer, venison)","oak, black_fruit, non_oak, spices, red_fruit, earth, microbio, vegetal, floral, dried_fruit, citrus_fruit"
1991,6864182,quinta-do-paral-alentejano-colheita-selecionada-tinto-2018,160218910,Quinta do Paral Colheita Selecionada Tinto 2018,Quinta do Paral,2018,Portugal,Alentejo,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",4.4,265,4.3,707,21.8,,ppc,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",4.0,Full-bodied,1.0,Red,Bottle (0.75l),3.0610788,2.199126,3.8367696,2.9183042,,"Beef, Pasta, Veal, Poultry","black_fruit, oak, red_fruit, spices, earth, non_oak, dried_fruit, microbio, tree_fruit, floral, vegetal"
1992,1886467,ponte-de-lima-branco-2022,170862601,Ponte de Lima Branco 2022,Ponte de Lima,2022,Portugal,Vinho Verde,Portuguese Vinho Verde White,"Vinho Verde is a widely consumed white wine from Northern Portugal. The wine tends to be made from local grapes such as Alvarinho (Albarino), Loureiro, Arinto, and Azal.

Vinho Verde is a light, refreshing wine with lots of floral and green fruit notes. The wine often has a slight carbonation to it, though not enough that it could be referred to as a sparkling wine.

A Vinho Verde region was established in 1908, though the area didn't receive its Denominação de Origem Controlada (DOC) until 1984. The wine is thought to have originated in the Minho province in the far north of Portugal.

The carbonation in the bottle occurs from a process called malolactic fermentation, and while this is typically considered to be a defect in the wine the Vinho Verde producers found that the consumers rather liked it.

Because of the wine's bracing acidity and oceanic minerality it should be considered to be the ultimate partner to raw shellfish.",3.7,26,3.4,1905,4.95,,ppc,"Arinto de Bucelas, Loureiro, Alvarinho, Azal, Avesso, Batoca","['Growers quite often plant their vines of telephone poles of large walls in order to grow fruit and vegetables beneath the vines.', 'Vinho Verde is a wine intended to be consumed young.', ""15% of Portugal's natural viticultural area is dedicated to the production of Vinho Verde.""]",1.0,Very light-bodied,2.0,Vinho Verde White,Bottle (0.75l),4.234167,1.46224,1.630662,,,"Shellfish, Vegetarian, Appetizers and snacks","citrus_fruit, tree_fruit, earth, red_fruit, microbio, tropical_fruit, spices, vegetal, black_fruit, dried_fruit, oak"
1993,2345578,ponte-de-lima-tinto-2022,174405320,Ponte de Lima Tinto 2022,Ponte de Lima,2022,Portugal,Vinho Verde,Northern Portugal Red,"While Port may still be king, Northern Portugal has started making world-class red wines in the regions of Douro, Dao and Bairrada.

Some of the wines are light and elegant like Burgundy's Pinot Noir. On the other hand, there are also some bold, powerful wines similar to the muscular Barolos or Bordeauxs.

Northern Portugal consists of 3 main wine regions: Douro, Dao and Bairrada. While they had underperformed for decades, they are now producing some of the most exciting wines in the world.

The Douro is definitely the highlight of Northern Portugal. This area with its steeply terraced vineyards is perfect for making quality wines. Here is where you'll find the complex cult wines that are making the region famous.

Dao is known for making fruit-filled elegant wines more similar to France's Burgundy. The cold winters and mild summers make this the perfect spot for making delicate, lovely wine.

The wines of Bairrada are almost exclusively made from the Baga grape, which is normally harsh and tough.",0.0,3,3.2,779,4.95,,ppc,"Touriga Nacional, Touriga Francesa","['In Portugal, a grape variety is called a “casta.”', 'The Douro is named after the Douro River that runs through the region.', 'The Douro region was officially outlined in 1756 which makes it one of the oldest official winegrowing regions in the world.', 'There are over 100 different grape varieties used to make Douro wines.', 'Almost all of the wine in Bairrada is made in one of six cooperatives where most growers send their fruit to be processed.']",4.0,Full-bodied,1.0,Red,Bottle (0.75l),3.6589444,1.229,4.373889,3.7725625,,"Beef, Lamb, Game (deer, venison), Poultry","red_fruit, black_fruit, vegetal, microbio, earth, oak, dried_fruit, tree_fruit, citrus_fruit, spices"
1994,1247418,materia-reserva-2018,156756175,Materia Reserva 2018,Materia,2018,Portugal,Alentejano,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",4.0,51,3.7,902,9.36,,ppc,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",4.0,Full-bodied,1.0,Red,Bottle (0.75l),3.0883017,1.6026747,3.9003134,3.0768917,,"Beef, Pasta, Veal, Poultry","oak, red_fruit, spices, non_oak, black_fruit, earth, microbio"
1995,3751066,kompassus-reserva-branco-2016,146966788,Kompassus Reserva Branco 2016,Kompassus,2016,Portugal,Bairrada,Central Portugal White,,3.8,92,3.9,537,20.21,,ppc,,,3.0,Medium-bodied,2.0,White,Bottle (0.75l),3.686333,1.8828514,3.1690266,,,"Rich fish (salmon, tuna etc), Shellfish, Appetizers and snacks, Lean fish","citrus_fruit, earth, oak, microbio, tree_fruit, non_oak, spices, floral, black_fruit, tropical_fruit, vegetal"
1996,1272872,bombeira-do-guadiana-reserva-tinto-2019,161634193,Bombeira do Guadiana Reserva Tinto 2019,Bombeira do Guadiana,2019,Portugal,Alentejano,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",0.0,12,4.2,568,13.69,,ppc,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",4.0,Full-bodied,1.0,Red,Bottle (0.75l),3.0926318,1.6450034,4.253494,2.7511961,,"Beef, Pasta, Veal, Poultry","black_fruit, red_fruit, oak, spices, earth, non_oak, microbio"
1997,1263855,carm-vinha-da-urze-reserva-tinto-2016,145278380,CARM Vinha da Urze Reserva Tinto 2016,CARM,2016,Portugal,Douro,Portuguese Douro Red,"Douro Red wines range in style from light and fruity to lush and smooth to dark and dense with flavors of mature dark fruit, with herbal and schist.

The wines are often and inky purple due to the thickening of the skins from the intense summer heat of the region.

Most of the best made reds from the region come from the larger port houses where the skill of the winemakers go back for generations. The wines tend to be an incredible value for the time being but costs are slowly increasing due to the amazing blends coming from the area.

The first time one sees the Douro region they will always ask themselves, how can wine be made in such rugged terrain. It is also an amazingly beautiful area, with hillsides covered in terraced vineyards. Most larger winemakers have also started converting their areas into tourist destinations and wine hotels.

Grapes include the Touriga Francesa, Tinta Roriz, Touriga Nacional and Tinta Barroca. Older vineyards still contain many less used vine varieties which makes their annual efforts less predictable, but allowing for unexpected surprises yielding unique, complex wines.",3.7,462,3.7,3921,17.86,,ppc,"Touriga Nacional, Tinta Roriz, Touriga Francesa","['The Douro Valley is the home of Port wine.', 'There is evidence as early as the 3rd century AD of winegrowing in the region.', 'Temperatures in the Douro Valley often reach above 100 degrees F in the summer months. This lends to the inky color of the red wines, whose skin is thicker than cool climate grapes.']",5.0,Very full-bodied,1.0,Douro Red,Bottle (0.75l),3.0569513,1.9581712,4.242748,3.4034986,,"Beef, Pasta, Lamb, Game (deer, venison)","oak, black_fruit, earth, non_oak, spices, red_fruit, microbio, vegetal, citrus_fruit, floral, dried_fruit, tree_fruit"
1998,1219022,casa-ermelinda-freitas-terras-do-sado-quinta-da-mimosa-palmela-2018,156770729,Casa Ermelinda Freitas Quinta da Mimosa Palmela 2018,Casa Ermelinda Freitas,2018,Portugal,Palmela,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",4.2,515,4.1,6559,9.9,,ppc,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",4.0,Full-bodied,1.0,Red,Bottle (0.75l),2.9147704,2.1101415,3.9669259,3.0004535,,"Beef, Pasta, Veal, Poultry","oak, non_oak, black_fruit, earth, spices, red_fruit, dried_fruit, microbio, floral, tropical_fruit, tree_fruit, citrus_fruit"
1999,4524422,calcada-wines-quinta-da-calcada-alvarinho-terroir-2022,174402894,Calçada Wines Quinta da Calçada Alvarinho Terroir 2022,Calçada Wines,2022,Portugal,Minho,Northern Portugal White,"Arguably the most famous white wine from Northern Portugal is Vinho Verde (“Green Wine”) from the Minho region in the far north of the country. The other dominant region in Northern Portugal is Douro, which is home to some fabulous port wines.

Northern Portugal is big Alvarinho country, and the wonderfully crisp, almost effervescent Vinho Verde is most commonly made from this grape.

Northern Portugal is known for cheap, refreshing white wines in the coastal areas, and beautiful ports and red table wines inland in the higher ground.

White wine from this region tends to showcase a lot of citrus and, given the close proximity to the Atlantic Ocean, a lot of minerality. Vinho Verde is known for often having a light carbonation that tends to be added after the fermentation.

Wines from these regions are cheap and often represent excellent value for money! The wines live for seafood and go excellently with some cod, a fresh fish taco or a shrimp salad.",0.0,13,3.9,931,8.59,,ppc,"Arinto de Bucelas, Loureiro, Alvarinho, Azal, Avesso, Batoca","['The good whites from Northern Portugal are considered among the best value in wine.', 'Some other white grapes from these regions are Arinto, Loureiro, and Trajadura.', 'Portugal is currently the 12th largest wine producing country in the world.']",2.0,Light-bodied,2.0,White,Bottle (0.75l),4.0688944,1.4308456,2.8429105,,,"Shellfish, Appetizers and snacks, Lean fish, Cured Meat","citrus_fruit, tree_fruit, earth, tropical_fruit, microbio, oak, black_fruit, spices, floral, vegetal"
2000,1924936,cockburns-vintage-port-1970,3568194,Cockburn's Vintage Port 1970,Cockburn's,1970,Portugal,Porto,Vintage Port,,4.5,92,4.4,1168,200.0,,ppc,"Touriga Nacional, Touriga Franca, Tinta Roriz",,5.0,Very full-bodied,24.0,Vintage Port,Bottle (0.75l),2.8645551,4.6597295,4.254779,,,"Mature and hard cheese, Blue cheese","oak, non_oak, black_fruit, dried_fruit, spices, earth, red_fruit, microbio, citrus_fruit, floral, vegetal, tree_fruit, tropical_fruit"
2001,1206377,fonseca-guimaraens-vintage-port-1970,1499873,Fonseca Vintage Port 1970,Fonseca,1970,Portugal,Porto,Vintage Port,,4.6,124,4.4,2699,369.0,,ppc,"Touriga Nacional, Touriga Franca, Tinta Roriz",,5.0,Very full-bodied,24.0,Vintage Port,Bottle (0.75l),2.8636284,4.7374873,4.366162,,,"Mature and hard cheese, Blue cheese","oak, black_fruit, non_oak, dried_fruit, earth, red_fruit, spices, microbio, citrus_fruit, floral, vegetal, tree_fruit, tropical_fruit"
